Index,Output,Orbital Period,Transition Duration,Transition Depth,Planet Rad,Planet Eqbm Temp,Stellar Effective Temp,Stellar log g,Stellar Rad,ra,dec,,,,,
15223,0,4.1934945,1.873,2710,9.49438,953,5541,4.01,1.63,138.943337,-60.291854,,,,,
15224,0,2.8013515,5.405,4590,12.9252,3607,7518,4.23,1.67,218.676874,-58.297303,,,,,
15225,0,1.819376,2.97,5240,11.1303,2917,7567,4.31,1.53,205.145274,-63.742301,,,,,
15226,0,1.1167145,1.817,12810,20.4041,2612,6611,4.41,1.22,198.097759,-58.753402,,,,,
15227,0,2.974175,3.031634,11707.25724,3.756355,492.1777269,3333,4.94824,0.302,112.446414,-28.483916,,,,,
15228,0,3.5678072,2.968,17670,34.7616,2225,7819,4.24,1.71,93.095903,12.838602,,,,,
15229,0,1.2833689,2.592,20090,23.5753,2357,5442,4.4,1.01,236.159176,-58.128314,,,,,
15230,0,1.6773063,2.352,3910,29.2836,3110,6915,4.17618,2.56,90.77407,-52.084311,,,,,
15231,0,2.0915616,3.634,2560,14.2961,2796,5551,4.01,1.62,235.152828,-81.208241,,,,,
15232,0,2.774207,2.393565,693.389889,2.582442,1170.905839,5280,4.44454,0.945062,116.68702,6.445569,,,,,
15233,0,6.216994,2.759,2060,7.46488,1432,6304,4.16,1.54,95.305914,20.878513,,,,,
15234,0,1.7134571,1.433,355,4.95462,2240,8638,3.93,2.64,60.838304,25.343808,,,,,
15235,0,1.4920726,1.594,907,2.23482,1409,5125,4.56,0.81,77.394839,24.324493,,,,,
15236,0,1.8354365,1.633,310,5.7988,2530,9758,3.8,3.27,92.674931,31.328397,,,,,
15237,0,1.4713984,3.028,236,3.62613,1925,5110.7,4.33,2.66,85.222404,25.872525,,,,,
15238,0,1.0754572,1.832,690,8.40705,2156,6290,3.49,3.29,98.039425,17.38055,,,,,
15239,0,1.445433,3.684343,16635.28994,3.493627,593.1709781,3266,4.98546,0.269,120.789948,-20.010091,,,,,
15240,0,30.4408598,4.586,1500,7.19468,1223,8158.9,4.34,1.58,88.396157,33.232368,,,,,
15241,0,6.880459,2.037,445,2.77633,929,6474,4.32,1.31,114.312857,24.515713,,,,,
15242,0,2.0197299,2.563,426,3.29943,1689,5810,3.96,1.77,97.83249,32.39678,,,,,
15243,0,1.7578288,3.218,2116,13.9433,3660,6640,3.76,2.59,301.393952,39.588455,,,,,
15244,0,9.8850244,2.4234353,9891.368176,11.9173601,728.1185957,5522,4.39493,0.819196,120.199911,-60.865633,,,,,
15245,0,2.2751393,2.087,3350,10.5509,1642,5810,3.99,1.71,282.699884,34.494757,,,,,
15246,0,9.5064017,3.258,8710,14.3253,1147,5999,4.41,1.09,94.084217,87.317511,,,,,
15247,0,3.2623468,2.91,8540,13.2175,1427,5957.4,4.18,1.41,266.562261,46.498341,,,,,
15248,0,3.9131371,1.846,37860,12.4444,625,3773,4.64,0.62,185.336268,81.647682,,,,,
15249,0,2.4011407,3.6926411,3193.989304,11.6862609,1687.978855,5911,4.11,1.50878,294.459175,58.986723,,,,,
15250,0,7.8284207,5.456,32460,17.0783,1134,5707,4.5,0.94,313.339745,37.475083,,,,,
15251,0,1.5163046,3.619,1180,10.3854,2623,6529,3.58,3.11,300.767548,31.059697,,,,,
15252,0,0.6972223,1.095,6460,14.5958,2086,6556,4.09,1.74,304.045452,48.876297,,,,,
15253,0,3.1979646,5.69,2060,12.9757,2096,5990,3.54,2.93,301.240411,46.707217,,,,,
15254,0,0.5919629,1,2450,9.90447,2111,6337,4,1.85,163.757949,67.043652,,,,,
15255,0,7.699087,4.380607,8072.469566,6.21451,438.2935835,3617,4.81052,0.45,85.335762,11.194448,,,,,
15256,0,7.2617331,6.258,1310,3.97249,1165,4780,4.25,1.09,303.964054,21.899468,,,,,
15257,0,2.873138,2.908,1240,3.97027,1548,5856,4.37,1.11,298.455751,42.967308,,,,,
15258,0,4.4138638,2.387,11300,18.0459,1437,6006,4.46,1.03,308.105327,35.873629,,,,,
15259,0,2.0685871,0.598,38060,12.5176,438,3162,4.92,0.31,229.00618,62.718259,,,,,
15260,0,3.4100261,2.233,5200,7.9526,1251,6109,4.43,1.08,299.878862,41.742074,,,,,
15261,0,12.5951009,0.876,4280,8.14346,366,5251,4.32,1.09,209.896071,74.073261,,,,,
15262,0,3.5248693,3.1475424,24987.79925,9.045877,688.5833009,3965,4.68568,0.613,105.006164,11.043248,,,,,
15263,0,6.949428,2.725,3050,9.02158,1058,6817,4.18,1.61,287.537943,52.288047,,,,,
15264,0,1.665878,4.956738,85643.9861,6.98229,463.5504123,3021,5.10725,0.172,100.255965,16.588795,,,,,
15265,0,1.7386091,1.691,18980,10.8015,1279,5362.8,4.65,0.75,328.978312,-0.937407,,,,,
15266,0,8.34034,3.176,7360,16.0764,1055,5444.3,3.89,1.67,29.00124,0.179786,,,,,
15267,0,0.567995,1.408867,5208.552517,2.671369,940.7110382,3462,4.88307,0.368,83.11641,15.555883,,,,,
15268,0,10.1391591,2.662,6450,16.5118,858,6584.3,3.96,2.04,15.685485,20.050424,,,,,
15269,0,1.2297408,1.234,4020,9.99875,1580,6186.6,4.19,1.45,54.165272,19.565919,,,,,
15270,0,1.3574339,2.315,3380,8.22797,2143,6332,4.25,1.4,76.575162,31.273775,,,,,
15271,0,1.669769,2.0105348,10665.55057,4.4985601,675.5508371,3411,4.90948,0.433512,104.33198,4.028698,,,,,
15272,0,4.0802864,1.4789165,516.622925,6.300967,2062.950938,6802.3,3.75,2.68185,116.368498,44.129824,,,,,
15273,0,32.1400505,2.809,883,22.7389,689,5019,4.33,3.37,227.191112,62.959153,,,,,
15274,0,1.6421819,2.459,1100,2.54445,1801,5627,4.64,0.79,84.006338,32.316823,,,,,
15275,0,0.8999342,1.606,1720,6.8761,2177,6211,4.09,1.64,83.837234,12.115939,,,,,
15276,0,4.2318085,2.558,1780,7.88895,1614,8064,4.17,1.91,78.988494,22.074955,,,,,
15277,0,0.530893,1.910177,33453.5972,3.747202,714.0192388,3085,5.0795,0.193,100.306094,-3.925831,,,,,
15278,0,4.1629444,2.064,3670,11.633,1100,6005,3.94,1.88,98.83772,14.490329,,,,,
15279,0,3.813812,2.572,2310,3.44278,1016,4689,4.61,0.71,86.300794,18.461741,,,,,
15280,0,1.4958429,1.534,2830,6.70553,1493,5666,4.24,1.27,86.45835,35.331499,,,,,
15281,0,0.8857522,1.579,760,3.19978,2198,6238.2,4.42,1.13,81.051235,20.590643,,,,,
15282,0,1.0711292,2.213,2030,5.8474,2374,6070,4.26,1.31,98.853985,24.835858,,,,,
15283,0,10.1197017,2.129,2570,9.15067,674,5656,3.95,1.75,114.741958,29.428761,,,,,
15284,0,0.516278,0.565611,20289.21082,2.442348,679.6154071,3009,5.10976,0.169,86.752182,-24.842642,,,,,
15285,0,43.8418559,4.599,4630,9.29872,480,5767,4.21,1.32,137.037665,10.636648,,,,,
15286,0,13.24981,3.299,27250,20.6343,1183.014,5076,4.71,0.69,55.031969,5.874619,,,,,
15287,0,10.043245,3.099789,21393.22714,16.682435,625.2921291,5076,4.71,0.670549,55.031969,5.874619,,,,,
15288,0,5.9522831,1.966,7280,15.1211,1138,6031.2,4.05,1.65,155.580302,10.288696,,,,,
15289,0,7.7235903,5.953,2720,17.2663,1656,5994,3.5,3.08,110.25862,19.401721,,,,,
15290,0,1.0995742,0.952,3168,9.72799,1592,6040,4.13,1.51,117.737465,67.043203,,,,,
15291,0,2.294185,2.750763,697.472004,1.95611,1065.391077,5062,4.62,0.707445,57.225546,13.483139,,,,,
15292,0,6.8242909,2.787,700,2.23971,671,3999,4.35,0.87,278.550256,86.557356,,,,,
15293,0,1.2833113,1.353,4450,9.39506,2118,8055,4.49,1.32,136.221429,79.355104,,,,,
15294,0,39.9753375,6.088,9160,14.1085,578,5989,4.16,1.45,210.063939,75.08442,,,,,
15295,0,13.0518467,3.333,39070,17.0183,626,5268.9,4.55,0.83,193.406978,24.373263,,,,,
15296,0,3.3078803,1.508,32920,9.74504,584,3571,4.73,0.51,211.009596,38.620245,,,,,
15297,0,0.846542,2.408837,2524.567663,1.642414,774.9261587,3380,4.92521,0.325,131.086145,-28.07677,,,,,
15298,0,2.2232698,0.648,31700,9.36074,419,3157,4.87,0.36,242.15447,19.253248,,,,,
15299,0,3.965824,2.911,680,7.03413,1392,6199,3.62,2.8,278.191584,18.146175,,,,,
15300,0,711.7642825,3.4176443,20978.13679,12.6338972,319.2256315,4661.56,4.57751,0.732648,142.378244,50.963802,,,,,
15301,0,19.3721051,3.0859149,3219.559465,17.4598301,996.6001297,6529,4.00314,1.88186,127.99531,-16.885121,,,,,
15302,0,1.7548863,1.314,2620,5.83196,1244,5589,4.37,1.08,270.736094,20.069409,,,,,
15303,0,8.6800186,2.41,870,5.59572,895,6521,4.02,1.86,293.330825,29.299805,,,,,
15304,0,3.1072375,4.485,737,5.27608,3473,6030,4.25,1.31,290.80532,11.979134,,,,,
15305,0,2.2906144,1.949,1390,4.657,1400,5651,4.27,1.22,297.923094,2.519482,,,,,
15306,0,1.7615631,1.171,1050,6.69058,1399,6270.7,3.94,1.95,330.671188,11.991029,,,,,
15307,0,3.7442007,3.5004762,803.2627817,18.117379,3570.099957,9988,3.59,4.23822,127.128062,-28.359254,,,,,
15308,0,2.8465928,2.664,2110,8.8779,1340,5308,3.82,1.94,282.101495,15.49419,,,,,
15309,0,2.5411063,3.491,8720,16.4931,1939,6657,4.08,1.78,286.031721,17.003203,,,,,
15310,0,1.2622658,1.7829162,3711.715258,28.2499512,3997.224658,9255,3.88,2.9098899,137.518351,-43.924957,,,,,
15311,0,3.9997367,0.384,7460,13.8899,367,3827,4.62,0.64,304.882706,-8.298523,,,,,
15312,0,2.4710528,3.033,5420,12.1002,2378,6114,4.52,0.97,294.008142,32.214606,,,,,
15313,0,22.6384642,4.988,4982,28.0326,1399,9511,4.05,2.42,118.913661,-37.857713,,,,,
15314,0,5.3194765,4.653,3640,15.9815,1663,6987,3.77,2.66,285.062239,34.258278,,,,,
15315,0,3.8421028,1.184,8920,13.2581,923,6247,4.28,1.32,311.306229,12.167609,,,,,
15316,0,1.109435,2.723,27240,10.2843,1627,3613,4.75,0.49,303.667055,30.776057,,,,,
15317,0,8.044239,5.3289306,4937.505363,15.1761031,1902.184175,9333,4.33,2.0411401,130.395919,-22.194298,,,,,
15318,0,9.7216312,3.272,1830,7.28362,1014,6702,4.13,1.7,301.080672,32.50162,,,,,
15319,0,0.9655766,1.224,3140,11.5845,2186,7542,4.11,1.92,306.988834,37.146334,,,,,
15320,0,6.3989216,2.781,3830,10.6347,1139,6243,4.12,1.59,302.761752,19.706749,,,,,
15321,0,2.5183846,2.1596206,616.0227482,21.1354407,3359.533585,10817,4.33,5.7888398,127.222618,-20.950461,,,,,
15322,0,1.9447712,1.345,2880,13.5597,1265,5369,3.68,2.32,309.343258,6.152848,,,,,
15323,0,0.7835688,1.095,7440,11.8563,1791,5932,4.26,1.28,315.252899,29.702279,,,,,
15324,0,18.90372,9.067,24270,10.544,1183.014,5800.55,4.33,1.23434,132.068717,-47.114757,,,,,
15325,0,5.555905,3.459,3750,11.9323,1253,5867,3.88,1.95,300.768857,50.507747,,,,,
15326,0,2.4515393,3.005,7520,11.6029,2075,7143,4.4,1.32,303.89385,24.521157,,,,,
15327,0,8.4915117,6.035,40640,87.0155,1924,9365,4.08,4.18,123.581899,-34.819322,,,,,
15328,0,17.2182695,7.888,4810,8.64247,1092,6330,4.31,1.29,297.982441,42.754529,,,,,
15329,0,12.5482879,3.396,49260,13.0082,481,3923,4.66,0.59,314.751697,47.54196,,,,,
15330,0,10.4137962,3.482,1948,8.3814,942,6439.3,4.12,1.97,125.557166,-25.06947,,,,,
15331,0,15.4159906,2.127,4500,10.5168,578,6120,4.12,1.56,312.86048,2.616271,,,,,
15332,0,6.2043746,5.957,4380,14.9548,1530,6122,3.71,2.49,314.494487,19.27883,,,,,
15333,0,13.9086,2.987,4760,37.5946,1183.014,6333,3.81,2.29,118.059584,-29.714072,,,,,
15334,0,2.8534013,5.176,15830,11.4232,1551,3662,4.72,0.52,312.075178,47.930643,,,,,
15335,0,1.6540803,2.008,3460,15.2145,1889,6453,3.76,2.51,317.541024,38.239559,,,,,
15336,0,7.64348,2.772,560,6.82171,1007,6258.1,3.59,2.94,109.783542,-59.302042,,,,,
15337,0,10.7004569,1.281,2409,13.1568,747,6906,3.84,2.44,312.029841,43.938698,,,,,
15338,0,1.5136003,2.4400695,745.1393405,8.3090193,2781.438526,6017,3.55,2.93328,122.068635,-35.559433,,,,,
15339,0,1.9261183,1.068842,3853.883136,4.8624405,1137.054861,5383.13,4.7447,0.678984,341.769762,29.851994,,,,,
15340,0,3.5381039,2.441937,11844.65348,12.0728557,1257.699312,6084,4.45887,1.0424401,336.147609,16.878856,,,,,
15341,0,6.5197781,2.63,1290.149756,8.5555002,846,4951.7,3.55,2.65,133.457963,-48.81268,,,,,
15342,0,0.4378024,1.5315811,1462.551762,1.4551234,972.9866029,3256,4.85874,0.365717,281.676903,21.828321,,,,,
15343,0,3.0432421,3.192,1622,11.9045,2160,8000,4.33,3.59,123.178216,-42.93501,,,,,
15344,0,0.82967,1.755,4744.55,20.1053,4448,6991.1,3.83,2.65,133.145204,-50.008798,,,,,
15345,0,4.3652608,1.976,1362,10.544,1583,9156.5,4.33,1.23434,122.272933,-37.06186,,,,,
15346,0,9.1099373,9.51,8817,13.5278,1183.014,6511,4.438,1.48,331.313408,64.098143,,,,,
15347,0,9.0330414,5.965,227,7.35267,2001,7527,4.33,5.64,325.228645,55.06675,,,,,
15348,0,2.7218347,1.663,560,14.1545,1388,4758,4.33,5.53,356.038387,26.42567,,,,,
15349,0,4.0158188,6.257,560,4.59761,2243,6950,3.78,2.64,21.805455,67.966855,,,,,
15350,0,8.503614,1.203,1590,10.2441,669,6255,3.88,2.31,355.433763,63.018844,,,,,
15351,0,1.07242,1.996,632.189,22.0397,1841,5001.6,4.33,7.97,122.257466,-30.787939,,,,,
15352,0,2.0034063,2.661,3372,30.4003,3091,6514,4.03,2.27,133.238613,-57.940623,,,,,
15353,0,2.1456324,2.1680096,1438.674695,11.0288578,3322.85081,9389,3.92,2.80165,121.009264,-26.165676,,,,,
15354,0,4.3724063,1.4148388,1642.195033,10.7278887,1806.154946,8096,4.28307,1.67777,301.752501,50.34803,,,,,
15355,0,4.088722,4.6672536,12855.69612,5.1306856,231.1714878,3476,4.81846,0.408956,284.022658,14.12202,,,,,
15356,0,3.0519843,2.868,892,12.1856,2839,6251.1,3.79,2.33,117.671104,-6.494944,,,,,
15357,0,1.3154261,2.121,285,2.42354,2871,6613.8,4.28,1.42,141.403549,3.661936,,,,,
15358,0,3.6649528,3.245,3865,16.4945,3009,7889,4.53,1.61,121.526219,-44.375085,,,,,
15359,0,3.1256662,2.903,4065,10.544,1714,4940.2,4.33,1.23434,310.577995,51.186495,,,,,
15360,0,3.6534344,3.519,24705,20.7632,1512,6364,4.3,1.32,341.854293,37.691036,,,,,
15361,0,0.88501,1.622,820.279,6.77007,1865,5362,3.75,2.15,128.475094,-20.940646,,,,,
15362,0,4.0938735,4.537,16964,20.6029,1430,5489,4.04,1.55,329.69363,22.952813,,,,,
15363,0,4.2005957,2.587,4448,11.3204,1571,7803,4.26,1.67,319.267299,33.138041,,,,,
15364,0,0.4916402,0.453,29113,11.7778,901,3522,4.77,0.46,327.043547,23.112359,,,,,
15365,0,2.42232,2.873,5696.52,10.544,1044,2838,4.33,1.23434,129.315369,-47.38349,,,,,
15366,0,6.1429164,4.475,3871,7.50153,1374,6291.9,4.25,1.38,292.031505,49.388635,,,,,
15367,0,2.7649802,1.659,3575,10.4307,1611,7776,4.2,1.78,333.847555,46.302271,,,,,
15368,0,1.4252334,1.673,6901,10.7664,1661,6033,4.23,1.35,355.780987,56.810046,,,,,
15369,0,1.8080364,2.892,1264,10.544,2960,5354.5,4.33,1.23434,114.050732,-48.063487,,,,,
15370,0,9.7712443,3.956,34227,15.2558,891,5294,4.61,0.79,355.540075,31.793315,,,,,
15371,0,7.574675,3.0847866,6208.064931,13.4069567,1216.07748,6422,4.20608,1.4885499,148.720293,-23.332118,,,,,
15372,0,5.6020298,1.893,6146,11.3612,857,5750.6,4.14,1.44,2.950371,27.442815,,,,,
15373,0,1.13889,2.154,5368.19,22.4869,3157,7852.8,4.08,2.79,81.92358,7.918525,,,,,
15374,0,5.1681189,3.736,1759,13.3663,1850,8254,3.67,3.44,168.212865,-58.942432,,,,,
15375,0,15.9865412,1.636,1451,7.52088,761,6429,4.34,1.28,145.174365,-66.65449,,,,,
15376,0,5.6289226,9.272,1850,8.93102,2289,6683,3.72,2.72,346.44125,72.410554,,,,,
15377,0,2.8577028,2.264,2695,7.78724,1468,6240,4.2,1.45,12.471055,60.946038,,,,,
15378,0,2.5950747,0.7921274,665.2502774,5.9382555,2204.616037,6852,3.91,2.24201,105.945472,-30.726357,,,,,
15379,0,1.5521101,2.699,5430,208.489,2376,4997.1,2.36,12.23,113.454773,-61.292453,,,,,
15380,0,4.503645,1.973292,12525.72524,11.197034,623.8430401,3267,4.438,1,134.088088,-12.934871,,,,,
15381,0,14.5877856,3.517,3374,10.1617,840,6544,4.13,1.66,322.717404,68.495293,,,,,
15382,0,1.0617107,1.067,2369,5.85456,1533,5589,4.38,1.06,79.724105,47.54723,,,,,
15383,0,0.417921,1.843947,41644.89311,5.657227,906.2084598,3278,4.97806,0.275,123.885413,-31.556521,,,,,
15384,0,1.6197991,0.95,31095,11.4253,661,3192,4.92,0.31,86.975303,41.942327,,,,,
15385,0,1.6513066,0.82,1751,9.54979,1086,5887.6,4.13,1.47,77.869302,37.923226,,,,,
15386,0,2.819817,6.611278,183631.0336,22.75573,605.8873038,3601,4.81887,0.441,124.250133,-47.651954,,,,,
15387,0,8.2100724,1.37,4190,15.5396,893,6427,3.97,1.96,122.519401,63.826237,,,,,
15388,0,3.0043128,0.714,6000,12.1874,781,6405,4.41,1.17,96.518294,39.794575,,,,,
15389,0,9.653456,4.00937,43088.5649,7.281973,339.1460758,3359,4.93457,0.315,120.69393,-23.696727,,,,,
15390,0,1.9271328,4.5530077,585.8978628,2.3659,1464.66469,5952,4.33,1.25,104.922683,-24.883877,,,,,
15391,0,0.6646521,1.272,7197,9.44803,2159,6256,4.55,0.97,133.25514,-13.050699,,,,,
15392,0,1.8361503,4.12,2470,22.5152,3780,5710.5,3.6,2.43,106.767434,-36.770799,,,,,
15393,0,13.7252522,3.1694157,4945.767934,20.3352568,1072.293108,6104,3.96,1.86397,57.265805,-72.947299,,,,,
15394,0,2.97638,3.212,795.842,11.0372,2007,6492.5,3.57,3.56,103.00276,-18.95443,,,,,
15395,0,10.6332248,3.436,36558,15.9854,632,4678,4.5,0.81,141.722816,-7.579251,,,,,
15396,0,0.76983,2.774,160.192,10.544,4149,8658,3.92,1.23434,110.261044,-60.155475,,,,,
15397,0,0.68831,1.365,3983.64,21.715,3364,6054,3.47323,3.13,144.77363,-45.426185,,,,,
15398,0,2.4018591,3.471,655,10.1612,3531,6071,3.95,1.86,198.58223,-59.692251,,,,,
15399,0,4.7192734,1.301,1557,7.15211,985,6521,4.22041,1.6,150.152654,-34.681865,,,,,
15400,0,13.4364908,5.375,4735,9.8672,1428,6229,4.28,1.31,170.889648,-45.647015,,,,,
15401,0,1.0014437,1.28,416,4.71785,3627,6380,4.438,1.18,160.180141,-31.927233,,,,,
15402,0,3.9525732,2.378,857,10.544,1183.014,4536.1,4.33,1.23434,280.505862,17.310927,,,,,
15403,0,14.066109,3.4744355,16514.0483,21.5662738,897.0581591,6157,4.20407,1.47641,155.637125,-40.516347,,,,,
15404,0,2.9932591,4.7371329,3363.969159,11.8414052,1829.875218,6106,3.91186,1.9654,315.423021,-10.408225,,,,,
15405,0,3.6859958,5.1972226,12982.72146,23.322957,1829.517289,6731.3,3.99257,1.99719,44.114507,48.008994,,,,,
15406,0,0.579398,1.64214,1324.07712,5.759676,2093.081072,5688,4.48774,0.950534,163.9091,-42.84928,,,,,
15407,0,10.3469945,2.5934713,1601.254739,1.0318727,307.2680329,3278,4.97813,0.256167,138.38301,-69.304692,,,,,
15408,0,10.5426254,6.2145259,16789.80761,22.0104106,1166.233875,6114,4.28439,1.65817,168.998428,-36.459406,,,,,
15409,0,5.0061978,3.521,6438,12.4847,1635,6713,4.21,1.55,230.412408,-67.206546,,,,,
15410,0,2.5950111,2.524,28870,10.8614,943,3875,4.62,0.64,244.02137,-60.038009,,,,,
15411,0,2.8562935,3.785,22525,18.1559,1794,6383,4.31,1.32,265.710722,-41.179089,,,,,
15412,0,4.8741147,2.049,4613,14.8251,992,6085,3.84,2.11,276.191236,-60.784523,,,,,
15413,0,11.1755425,5.482,7873,17.5706,1154,6655,3.9,1.91,155.436002,-17.224364,,,,,
15414,0,1825.048364,3.62,2576,12.7111,103,6290,3.89,2.09,352.949174,-17.448458,,,,,
15415,0,8.0179256,1.018,8684,9.29428,480,5356,4.46,0.94,21.602425,4.317341,,,,,
15416,0,2.668957,2.7508738,17029.872,16.1018337,1464.580561,5983.3,4.3234,1.19683,116.578612,30.776661,,,,,
15417,0,15.1771428,4.556,538,2.80249,913,6200,4.25,1.36,147.221565,8.974037,,,,,
15418,0,2.0990769,2.343,501,4.13797,2423,8853,4.18,2,106.486751,11.772439,,,,,
15419,0,6.8787507,2.599,359,3.45801,1125,6636,3.99,1.98,110.194274,-55.379531,,,,,
15420,0,0.5666806,0.722,1530,8.04611,1610,5517,3.99,1.65,254.242045,-68.709846,,,,,
15421,0,1.66402,3.397,7964.45,7.65443,2694,4841.3,4.71,0.78,147.005591,-48.320751,,,,,
15422,0,7.0469712,2.551,1020,3.77076,1183.014,5940,4.33,1.2,344.835029,52.066799,,,,,
15423,0,3.64376,3.38,3632.91,10.544,1887,5463.2,4.39,1.23434,149.225807,-33.799397,,,,,
15424,0,6.9055908,1.7156097,803.795684,3.3369764,928.7406881,5846,4.4,1.23434,99.953812,-42.045199,,,,,
15425,0,3.6688102,2.151,8447,9.85973,1125,5821.5,4.36,1.12,95.862582,25.543291,,,,,
15426,0,25.714253,6.373,33131,15.8297,722,5677.8,4.58,0.86,65.839526,24.897315,,,,,
15427,0,48.0511988,4.3070574,14503.36049,12.8456117,479.8250298,5354.96,4.45894,1.0417,77.383578,-64.026083,,,,,
15428,0,5.1391542,0.633,6171,10.2495,631,5974.6,4.48,1,92.092038,33.732462,,,,,
15429,0,1.5142292,1.7190416,5271.455864,11.6042711,2031.423044,6616,4.2907,1.39196,308.160533,40.778443,,,,,
15430,0,1.4956727,1.965,3708,6.10516,1411,4812,4.28,1.06,76.241952,43.258963,,,,,
15431,0,1.8819016,1.162,5107,7.09086,938,4704,4.36,0.95,97.425171,65.731761,,,,,
15432,0,0.9602835,1.497,3132,6.0323,1890,5708,4.38,1.08,285.826291,34.882431,,,,,
15433,0,1.5342604,3.271,1768,6.09992,3124,8194,4.28,1.7,315.213643,48.803268,,,,,
15434,0,13.697384,4.783848,1061.94658,4.211945,800.1911623,5837,4.37713,1.10089,64.52165,-53.80127,,,,,
15435,0,2.817627,1.455,868,3.22711,1185,6320.6,4.4,1.17,249.91015,20.743061,,,,,
15436,0,4.9131459,1.25,4488,7.84064,825,5999,4.38,1.12,272.797502,5.982054,,,,,
15437,0,2.6667526,2.594,190,3.01006,1630,6173,3.83,2.18,279.71524,43.093727,,,,,
15438,0,1.996071,5.910879,352.76672,1.947951,1552.397488,6636,4.60452,0.975121,82.764859,-70.357179,,,,,
15439,0,216.24584,1.0703729,5045.195068,18.5681404,1072.283771,7053,4.22463,1.59688,124.748703,-65.278089,,,,,
15440,0,2.2215349,2.869,3539,10.544,1183.014,5800.55,4.33,1.23434,343.176738,54.140988,,,,,
15441,0,3.0436916,2.414,8182,10.544,1183.014,5800.55,4.33,1.23434,324.145165,52.758742,,,,,
15442,0,0.9739887,1.594,2904,21.8604,3504,7357,4.08,1.95,307.653516,57.822497,,,,,
15443,0,1.2529962,1.083,14080,19.179,1232,4220,4.51,0.75,236.054241,58.553688,,,,,
15444,0,0.83707,2.497,2745.5,2.98849,1998,3776,4.72,0.52,136.238912,-18.502674,,,,,
15445,0,736.5528811,4.735,1432,3.13923,192,5659,4.57,0.86,210.09769,-61.7412,,,,,
15446,0,0.53079,1.238,1113.07,10.544,1557,3788.4,4.87,1.23434,147.970536,2.116647,,,,,
15447,0,0.6257352,0.8361985,13403.1637,9.1590642,1155.113011,3718,4.6571,0.593043,347.956369,65.229824,,,,,
15448,0,4.109953,4.641,434,1.81345,1601,5653,4.46,0.97,128.144178,-36.346818,,,,,
15449,0,5.4934218,3.658,18470,17.1065,1192,6028,4.29,1.25,268.665324,3.68699,,,,,
15450,0,3.16043,1.922,203.33,2.38866,1388,6482.3,4.21,1.52,118.037196,-37.799016,,,,,
15451,0,7.8365317,2.271,4532,16.9425,986,6167,3.82,2.21,304.097356,11.829675,,,,,
15452,0,11.5175506,4.259,12852,12.9592,1099,6259,4.32,1.27,297.492646,25.281761,,,,,
15453,0,6.8782937,4.407,11342,14.876,1123,5657,4.18,1.35,305.113423,12.308937,,,,,
15454,0,0.9889446,1.681,979,7.2993,1183.014,6173.3,4.22,1.5,133.964876,-20.274779,,,,,
15455,0,0.46132,1.32,220,1.89253,2983,6629,4.41,1.21,113.88333,-36.386962,,,,,
15456,0,6.1211661,2.501,4248,6.22933,1183.014,6011.2,4.33,1.02,299.485693,41.118389,,,,,
15457,0,8.1958135,1.182,8230,13.5081,643,6496,4.24,1.45,312.405258,9.845677,,,,,
15458,0,3.5399394,3.443,6448,8.3436,1383,5234.6,4.33,1.13,315.771492,46.24188,,,,,
15459,0,3.3815776,3.38,9454,16.622,1640,6662,4.09,1.78,308.688929,17.403658,,,,,
15460,0,4.7535388,1.0905965,225793.1061,12.1863496,324.1326821,3010,5.10976,0.20128,160.889636,-44.621815,,,,,
15461,0,8.407133,1.272,1490,5.06899,620,6126,4.25,1.33,288.67018,55.354578,,,,,
15462,0,2.593694,3.054429,526.784827,2.980736,367.7863249,5316.6,3.88,1.28725,94.754704,-63.864708,,,,,
15463,0,2.2175244,2.462,1682,7.18798,2023,7406,4.1,1.92,329.918472,41.516288,,,,,
15464,0,4.0662367,3.721,6676,10.981,1364,5689,4.1,1.49,337.38837,18.688473,,,,,
15465,0,7.5414411,2.454,16900,13.0053,837,5649.1,4.47,0.96,340.136592,33.823677,,,,,
15466,0,0.1638211,0.492,14983,2.5995,1694,3314,4.94,0.29,347.593973,41.143636,,,,,
15467,0,3.1239462,2.102,5224,18.1791,1346,6159,3.75,2.4,352.345492,53.616702,,,,,
15468,0,0.963081,2.378514,244.261214,2.727644,3166.006188,8688,4.32187,1.68698,140.056794,-53.119685,,,,,
15469,0,12.4458741,11.5424587,7049.377739,21.0847933,1069.028498,6746,4.41572,1.5288,164.799978,-59.23397,,,,,
15470,0,15.6477055,1.336067,1515.168947,3.2193276,600.0409721,5107.98,4.5443,0.835807,71.245764,-67.98105,,,,,
15471,0,54.6616036,2.388,2020,4.04767,291,5379,4.50461,0.8,107.133952,-68.368778,,,,,
15472,0,15.3050693,3.872,770,10.4166,1197,5370,3.32339,4.16,125.645029,-19.254613,,,,,
15473,0,7.21048,2.671,250.094,3.7188,930,5920.4,3.91,2.14,99.714619,-53.107598,,,,,
15474,0,1.55747,2.714,3127.94,3.80336,2346,4146.6,4.6,0.62,116.010481,-36.996503,,,,,
15475,0,1.10223,2.598,1015,7.4694027,5885,8747,4.08022,2.23767,74.286788,-66.390334,,,,,
15476,0,1.9160221,1.405,2430,10.8261,1195,5623,4.37483,2.09,84.081627,-54.191199,,,,,
15477,0,7.6246239,2.0328127,1256.063206,14.4951834,1774.497446,7313,4.14443,2.6298299,203.166643,-38.845947,,,,,
